"Title","Desc","Type","BodyPart","Equipment","Level","Rating","RatingDesc","Title_Original","BodyPart_Original","Equipment_Original","HasRating","RatingCategory","ComplexityScore","DescLength","ShortDesc"
"Lying Leg Curl - Gethin Variation","The lying leg curl is a popular machine-based exercise for the legs, particularly the hamstrings. It is similar to the seated leg curl, but the open hip angle in the lying leg curl may incorporate more glute and calf activation. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of a leg pre-exhaust or as a muscle-building movement for lower-body training.","Strength","Legs","Machine","Intermediate",NA,"","Lying Leg Curl - Gethin Variation","Hamstrings","Machine",FALSE,"Nie oceniono",2.5,401,"The lying leg curl is a popular machine-based exercise for the legs, particularly the hamstrings. It is similar to the s..."
"Paul Carter Leg Extension","The leg extension is an isolation exercise for the quads.","Strength","Legs","Machine","Intermediate",NA,"","Paul Carter Leg Extension","Hamstrings","Machine",FALSE,"Nie oceniono",2.5,57,"The leg extension is an isolation exercise for the quads."
"Lying leg curl","The lying leg curl is a popular machine-based exercise for the legs, particularly the hamstrings. It is similar to the seated leg curl, but the open hip angle in the lying leg curl may incorporate more glute and calf activation. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of a leg pre-exhaust or as a muscle-building movement for lower-body training.","Strength","Legs","Machine","Intermediate",NA,"","Lying leg curl","Hamstrings","Machine",FALSE,"Nie oceniono",2.5,401,"The lying leg curl is a popular machine-based exercise for the legs, particularly the hamstrings. It is similar to the s..."
"Seated Hamstring Curl - Gethin Variation","The leg curl is a popular machine-based exercise for the legs, particularly the hamstrings. It comes in seated and lying varieties, but the seated leg curl machine is more common in commercial gyms. Leg curl variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of a leg pre-exhaust or as a muscle-building movement for lower-body training.","Strength","Legs","Machine","Intermediate",NA,"","Seated Hamstring Curl - Gethin Variation","Hamstrings","Machine",FALSE,"Nie oceniono",2.5,389,"The leg curl is a popular machine-based exercise for the legs, particularly the hamstrings. It comes in seated and lying..."
"Single-leg lying leg curl","The single-leg lying leg curl is a popular machine-based exercise for the legs, particularly the hamstrings. It is similar to the seated leg curl, but the open hip angle in the lying leg curl may incorporate more glute and calf activation. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of a leg pre-exhaust or as a muscle-building movement for lower-body training. Performing it one leg a time allows you to focus on the mind-muscle connection of each leg and address muscle imbalances.","Strength","Legs","Machine","Intermediate",NA,"","Single-leg lying leg curl","Hamstrings","Machine",FALSE,"Nie oceniono",2.5,534,"The single-leg lying leg curl is a popular machine-based exercise for the legs, particularly the hamstrings. It is simil..."
"Leg curl","The leg curl is a popular machine-based exercise for the legs, particularly the hamstrings. It comes in seated and lying varieties, but the seated leg curl machine is more common in commercial gyms. Leg curl variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of a leg pre-exhaust or as a muscle-building movement for lower-body training.","Strength","Legs","Machine","Intermediate",NA,"","Leg curl","Hamstrings","Machine",FALSE,"Nie oceniono",2.5,389,"The leg curl is a popular machine-based exercise for the legs, particularly the hamstrings. It comes in seated and lying..."
"Leg Extension - Gethin Variation","The leg extension is an isolation exercise for the quads.","Strength","Legs","Machine","Intermediate",NA,"","Leg Extension - Gethin Variation","Hamstrings","Machine",FALSE,"Nie oceniono",2.5,57,"The leg extension is an isolation exercise for the quads."
"Single-leg leg extension-","The single-leg leg extension is a popular machine-based exercise for the legs, particularly the quadriceps. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of a leg pre-exhaust or as a muscle-building movement for lower-body training. Performing it one leg a time allows you to focus on the mind-muscle connection of each leg and address muscle imbalances.","Strength","Legs","Machine","Intermediate",NA,"","Single-leg leg extension-","Hamstrings","Machine",FALSE,"Nie oceniono",2.5,402,"The single-leg leg extension is a popular machine-based exercise for the legs, particularly the quadriceps. It is usuall..."
"Lying Hamstring Curls - Gethin Variation","The lying leg curl is a popular machine-based exercise for the legs, particularly the hamstrings. It is similar to the seated leg curl, but the open hip angle in the lying leg curl may incorporate more glute and calf activation. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of a leg pre-exhaust or as a muscle-building movement for lower-body training.","Strength","Legs","Machine","Intermediate",NA,"","Lying Hamstring Curls - Gethin Variation","Hamstrings","Machine",FALSE,"Nie oceniono",2.5,401,"The lying leg curl is a popular machine-based exercise for the legs, particularly the hamstrings. It is similar to the s..."
"AM Seated Hamstring Curl","The leg curl is a popular machine-based exercise for the legs, particularly the hamstrings. It comes in seated and lying varieties, but the seated leg curl machine is more common in commercial gyms. Leg curl variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of a leg pre-exhaust or as a muscle-building movement for lower-body training.","Strength","Legs","Machine","Intermediate",NA,"","AM Seated Hamstring Curl","Hamstrings","Machine",FALSE,"Nie oceniono",2.5,389,"The leg curl is a popular machine-based exercise for the legs, particularly the hamstrings. It comes in seated and lying..."
"UP Hamstring Curl","The lying leg curl is a popular machine-based exercise for the legs, particularly the hamstrings. It is similar to the seated leg curl, but the open hip angle in the lying leg curl may incorporate more glute and calf activation. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of a leg pre-exhaust or as a muscle-building movement for lower-body training.","Strength","Legs","Machine","Intermediate",NA,"","UP Hamstring Curl","Hamstrings","Machine",FALSE,"Nie oceniono",2.5,401,"The lying leg curl is a popular machine-based exercise for the legs, particularly the hamstrings. It is similar to the s..."
"Natural Glute Ham Raise","The glute ham raise is an exercise targeting the glutes and hamstrings on a GHD.","Strength","Legs","Bodyweight","Beginner",9.1,"Average","Natural Glute Ham Raise","Hamstrings","Body Only",TRUE,"Doskonałe (9.0+)",1,80,"The glute ham raise is an exercise targeting the glutes and hamstrings on a GHD."
"Standing leg swing","The standing leg swing is a dynamic stretching exercise that involves moving one leg up in front of you, as if to punt an imaginary football. This is a classic move for warming up the body and stretching the hamstrings.","Stretching","Legs","Bodyweight","Beginner",8.4,"Average","Standing leg swing","Hamstrings","Body Only",TRUE,"Bardzo dobre (8.0-8.9)",1,219,"The standing leg swing is a dynamic stretching exercise that involves moving one leg up in front of you, as if to punt a..."
"Knee Tuck Jump","The tuck jump is a vertical jump, an explosive lower-body exercise that is a common way to measure explosive hip and lower-body strength in athletes. The more explosive you are, the higher you'll be able to jump.","Plyometrics","Legs","Bodyweight","Intermediate",8.1,"Average","Knee Tuck Jump","Hamstrings","Body Only",TRUE,"Bardzo dobre (8.0-8.9)",2,212,"The tuck jump is a vertical jump, an explosive lower-body exercise that is a common way to measure explosive hip and low..."
"Inchworm","The inchworm is a popular bodyweight exercise that involves “walking” the hands on the floor from a bent-over toe-touch position into a straight-arm plank. It is usually performed as part of a dynamic warm-up to help raise core body temperature and “limber up” the body from head to toe.","Stretching","Legs","Bodyweight","Beginner",7.5,"Average","Inchworm","Hamstrings","Body Only",TRUE,"Dobre (7.0-7.9)",1,287,"The inchworm is a popular bodyweight exercise that involves “walking” the hands on the floor from a bent-over toe-touch ..."
"Lying groin stretch with band","The lying groin stretch with band is a simple way to stretch a chronically tight muscle group of the lower body. It is common in stretching and yoga classes but can also be performed individually as part of a warm-up, paired with movements in a workout, or as part of a cool-down or recovery strategy.","Stretching","Legs","Bodyweight","Intermediate",6.7,"Average","Lying groin stretch with band","Hamstrings","Body Only",TRUE,"Średnie (6.0-6.9)",2,301,"The lying groin stretch with band is a simple way to stretch a chronically tight muscle group of the lower body. It is c..."
"World's greatest stretch","The world's greatest stretch is a popular movement that earned its name because it targets multiple parts of the body, including the hips, shoulders, and thoracic spine, in a single sequence. This makes it a great dynamic warm-up, post-workout stretch, or mobility work you can do anytime.","Stretching","Legs","Bodyweight","Intermediate",4.4,"Average","World's greatest stretch","Hamstrings","Body Only",TRUE,"Słabe (<6.0)",2,289,"The world's greatest stretch is a popular movement that earned its name because it targets multiple parts of the body, i..."
"Single-leg balance and reach","The single-leg balance and reach is an exercise that focuses on lower-body strength and stability.","Stretching","Legs","Bodyweight","Beginner",NA,"","Single-leg balance and reach","Hamstrings","Body Only",FALSE,"Nie oceniono",1,98,"The single-leg balance and reach is an exercise that focuses on lower-body strength and stability."
"Standing hamstring stretch","The standing hamstring stretch is an exercise that stretches the hamstrings, the muscles that cover the back of the thighs. It involves looping a band around one foot and then pulling it, which produces an intense stretch in the hamstrings. It can be performed prior to training the lower body or playing sports, or as a restorative stretch anytime.","Stretching","Legs","Bodyweight","Intermediate",NA,"","Standing hamstring stretch","Hamstrings","Body Only",FALSE,"Nie oceniono",2,349,"The standing hamstring stretch is an exercise that stretches the hamstrings, the muscles that cover the back of the thig..."
"Reverse lunge","The reverse lunge is a lower-body exercise targeting the quads, glutes, and hamstrings. The reverse lunge places more emphasis on the glutes than other lunge variations.","Stretching","Legs","Bodyweight","Intermediate",NA,"","Reverse lunge","Hamstrings","Body Only",FALSE,"Nie oceniono",2,169,"The reverse lunge is a lower-body exercise targeting the quads, glutes, and hamstrings. The reverse lunge places more em..."
"Total Fitness Hamstring Slide","The hamstring slide is a bodyweight exercise targeting the hamstrings. Lying supine on a smooth surface, you bend your knees to pull both heels toward you. The sliding action requires a pad, cloth, or furniture sliders under the heel. These are considered more difficult than exercise ball hamstring curls, and are a great primer movement before heavy squats or deadlifts, or as an accessory movement later in a lower-body workout.","Strength","Legs","Bodyweight","Intermediate",NA,"","Total Fitness Hamstring Slide","Hamstrings","Body Only",FALSE,"Nie oceniono",2,431,"The hamstring slide is a bodyweight exercise targeting the hamstrings. Lying supine on a smooth surface, you bend your k..."
"Glute ham raise-","The glute ham raise is an exercise targeting the glutes and hamstrings on a GHD, or glute ham developer bench. The unassisted version of the movement requires serious hamstring strength, so it is more common to see versions that use a band or PVC pipe for assistance. It is commonly performed as an accessory movement for heavy barbell lifts. While a single rep may be a struggle at first, with time, strong athletes can build up to doing them for 8-12 reps per set.","Strength","Legs","Bodyweight","Beginner",9.1,"Average","Glute ham raise-","Hamstrings","None",TRUE,"Doskonałe (9.0+)",1,466,"The glute ham raise is an exercise targeting the glutes and hamstrings on a GHD, or glute ham developer bench. The unass..."
"Lying hamstring stretch with band","The lying hamstring stretch with band is a simple way to stretch a chronically tight muscle group of the lower body. It is common in stretching and yoga classes but can also be performed individually as part of a warm-up, paired with movements in a workout, or as part of a cool-down or recovery strategy.","Stretching","Legs","Bodyweight","Beginner",5.9,"Average","Lying hamstring stretch with band","Hamstrings","None",TRUE,"Słabe (<6.0)",1,305,"The lying hamstring stretch with band is a simple way to stretch a chronically tight muscle group of the lower body. It ..."
"Alternating lunge jump","The alternating lunge jump is an explosive bodyweight exercise that targets the lower-body muscles, including the quads, glutes, and hamstrings. It can be performed for time or reps in power training, and is also effective in any fat-loss or athleticism-focused workout.","Stretching","Legs","Bodyweight","Beginner",4.2,"Average","Alternating lunge jump","Hamstrings","None",TRUE,"Słabe (<6.0)",1,270,"The alternating lunge jump is an explosive bodyweight exercise that targets the lower-body muscles, including the quads,..."
"Exercise ball leg curl","The exercise ball leg curl is an exercise targeting the hamstrings. In particular, it targets the knee flexion function of the hamstrings, as opposed to deadlift variations, which target the other hamstring function, hip flexion. Many lifters opt for this exercise when they don't have access to a lying leg curl machine, but it is worth considering even if you already do machine curls.","Strength","Legs","Other","Intermediate",8.8,"Average","Exercise ball leg curl","Hamstrings","Exercise Ball",TRUE,"Bardzo dobre (8.0-8.9)",3,387,"The exercise ball leg curl is an exercise targeting the hamstrings. In particular, it targets the knee flexion function ..."
"Ball Hamstring Hat Trick","The exercise ball leg curl is an exercise targeting the hamstrings. In particular, it targets the knee flexion function of the hamstrings, as opposed to deadlift variations, which target the other hamstring function, hip flexion. Many lifters opt for this exercise when they don’t have access to a lying leg curl machine, but it is worth considering even if you already do machine curls.","Strength","Legs","Other","Intermediate",NA,"","Ball Hamstring Hat Trick","Hamstrings","Exercise Ball",FALSE,"Nie oceniono",3,387,"The exercise ball leg curl is an exercise targeting the hamstrings. In particular, it targets the knee flexion function ..."
"Band-assisted pull-up","The band-assisted pull-up is a variation of the pull-up exercise in which the reps are performed with an elastic band looped around the feet or knees. This reduces weight and resistance at the bottom of the rep, while increasing it toward the top. Like other pull-up variations, it builds strength and muscle in the upper back, biceps, and core, and is often used as a way to help people boost their pull-up numbers or perform their first rep.","Strength","Back","Other","Intermediate",7.6,"Average","Band-assisted pull-up","Lats","Bands",TRUE,"Dobre (7.0-7.9)",3,443,"The band-assisted pull-up is a variation of the pull-up exercise in which the reps are performed with an elastic band lo..."
"Assisted Chin-Up","The reverse-grip chin-up is a variation of the pull-up exercise in which the reps are performed with the palms facing toward the body, in an underhand position, with a band looped around the feet or knees. This reduces weight and resistance at the bottom of the rep, while increasing it toward the top. Like other pull-up variations, it builds strength and muscle in the upper back, biceps, and core, but it utilizes the biceps slightly more than overhand band-assisted pull-ups.","Strength","Back","Other","Beginner",NA,"Average","Assisted Chin-Up","Lats","Bands",FALSE,"Nie oceniono",2,479,"The reverse-grip chin-up is a variation of the pull-up exercise in which the reps are performed with the palms facing to..."
"Single-arm band low row","The single-arm band low row is a single-arm row variation utilizing a band for resistance that is anchored low. It targets the muscles of the middle back, like the lats (latissimus dorsi) and rhomboids, but also the core. It is usually performed for moderate to high reps, at least 8-15 reps per set, in the later stages of a back or upper-body workout.","Strength","Back","Other","Intermediate",NA,"","Single-arm band low row","Lats","Bands",FALSE,"Nie oceniono",3,353,"The single-arm band low row is a single-arm row variation utilizing a band for resistance that is anchored low. It targe..."
"Latissimus dorsi SMR","Latissimus dorsi self-myofascial release (SMR) is a self-administered soft-tissue treatment for the upper body, usually using a foam roller, lacrosse ball, or other ""trigger point"" massage tool. By applying pressure strategically to the lat muscles of the mid back, some people find they can cause this often painful and tight area to relax or ""release."" Latissimus dorsi SMR is often accompanied by SMR on the pectorals or rhomboids, or by stretches that target the lats.","Stretching","Back","Other","Intermediate",4.7,"Average","Latissimus dorsi SMR","Lats","Foam Roll",TRUE,"Słabe (<6.0)",3,472,"Latissimus dorsi self-myofascial release (SMR) is a self-administered soft-tissue treatment for the upper body, usually ..."
"Bent-arm barbell pull-over","The bent-arm barbell pull-over was a staple exercise of the ""Golden Era"" of bodybuilding and a favorite of Arnold Schwarzenegger himself. Done properly, the exercise targets the pecs, lats, and serratus anterior muscles. Old-school bodybuilders would perform them with light weights for sets of 20 between sets of heavy 20-rep squats, but pull-overs are more popular today in moderate rep ranges, such as 8-12 reps per set, as part of an upper-body workout.","Strength","Back","Barbell","Intermediate",8,"Average","Bent-arm barbell pull-over","Lats","Barbell",TRUE,"Bardzo dobre (8.0-8.9)",3,457,"The bent-arm barbell pull-over was a staple exercise of the ""Golden Era"" of bodybuilding and a favorite of Arnold Schwar..."
"pull-over to press","The barbell pull-over to press is a complex that combines two popular exercises into one sequence that works much of the upper body, particularly the chest, triceps, and serratus anterior muscles. It is commonly performed with an EZ-bar, but can also be performed with a straight bar or neutral-grip bar. Because the pull-over will determine the amount of weight you can use, this movement is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body portion of a workout.","Strength","Back","Barbell","Beginner",NA,"","Barbell pull-over to press","Lats","Barbell",FALSE,"Nie oceniono",2,520,"The barbell pull-over to press is a complex that combines two popular exercises into one sequence that works much of the..."
"Single-arm barbell bent-over row","The single-arm barbell bent-over row is a barbell exercise focused on the muscles of the middle back, such as the lats (latissimus dorsi) and rhomboids. It also targets the biceps and grip. If the loose end of the barbell moves around, it can be secured by placing it in the corner of a room.","Strength","Back","Barbell","Intermediate",NA,"","Single-arm barbell bent-over row","Lats","Barbell",FALSE,"Nie oceniono",3,292,"The single-arm barbell bent-over row is a barbell exercise focused on the muscles of the middle back, such as the lats (..."
"Side kick-through to kettlebell high pull","The side kick-through to kettlebell high pull is a combination of a popular bodyweight exercise and an explosive kettlebell movement. Between them, the pairing targets the traps, shoulders, core, hips, hamstrings, and glutes. This combination can be performed for time or for reps, often as circuit-style training for conditioning or fat loss.","Strength","Back","Kettlebells","Intermediate",NA,"","Side kick-through to kettlebell high pull","Lats","Kettlebells",FALSE,"Nie oceniono",3,343,"The side kick-through to kettlebell high pull is a combination of a popular bodyweight exercise and an explosive kettleb..."
"PJR pull-over-","The PJR pull-over is a triceps-focused version of the pull-over exercise, usually performed on either a flat or slightly inclined bench. The low position of the movement stretches the triceps—particularly the long head of the muscle—while the top position is a triceps press that contracts all three heads. It can be done in any type of strength or muscle-focused workout, in traditional muscle-building rep ranges, such as 8-12 reps, or for higher reps.","Strength","Back","Dumbbell","Intermediate",NA,"","PJR pull-over-","Lats","Dumbbell",FALSE,"Nie oceniono",3,454,"The PJR pull-over is a triceps-focused version of the pull-over exercise, usually performed on either a flat or slightly..."
"Dumbbell seal row","The dumbbell seal row is a weighted exercise targeting the muscles of the middle back, including the lats (latissimus dorsi) and rhomboids. It can be performed on a special elevated bench, on a bench placed on top of boxes or benches, or on a bench with a slight incline. The higher the bench, the greater the range of motion and stretch at the bottom of the movement. It is usually performed as an assistance movement for back strength and muscle growth, in rep ranges of 8-12 reps per set or higher.","Strength","Back","Dumbbell","Intermediate",NA,"","Dumbbell seal row","Lats","Dumbbell",FALSE,"Nie oceniono",3,501,"The dumbbell seal row is a weighted exercise targeting the muscles of the middle back, including the lats (latissimus do..."
"Incline Dumbbell Row - Gethin Variation","The incline dumbbell row is an upper body isolation exercise targeting the lower lats and upper back muscles.","Strength","Back","Dumbbell","Intermediate",NA,"","Incline Dumbbell Row - Gethin Variation","Lats","Dumbbell",FALSE,"Nie oceniono",3,109,"The incline dumbbell row is an upper body isolation exercise targeting the lower lats and upper back muscles."
"Bent-Over Dumbbell Row","The dumbbell bent-over row is a popular exercise to develop and strengthen the muscles of the upper and middle back, like the latissimus (lat), lower trapezius, and rear deltoids. It can work equally well in strength, muscle-building, or circuit-style fat-loss workouts.","Strength","Back","Dumbbell","Intermediate",NA,"","FYR Bent-Over Dumbbell Row","Lats","Dumbbell",FALSE,"Nie oceniono",3,270,"The dumbbell bent-over row is a popular exercise to develop and strengthen the muscles of the upper and middle back, lik..."
"Straight-Arm Dumbbell Pull-Over - Gethin Variation","The straight-arm dumbbell pull-overpull-over was a staple exercise of the Golden Era of bodybuilding and a favorite of Arnold Schwarzenegger himself. Done properly, the exercise hits the bottom of the pecs, the lats, the abs, and the triceps.","Strength","Back","Dumbbell","Intermediate",NA,"","Straight-Arm Dumbbell Pull-Over - Gethin Variation","Lats","Dumbbell",FALSE,"Nie oceniono",3,242,"The straight-arm dumbbell pull-overpull-over was a staple exercise of the Golden Era of bodybuilding and a favorite of A..."
"Bent-Over Dumbbell Row - Gethin Variation","The dumbbell bent-over row is a popular exercise to develop and strengthen the muscles of the upper and middle back, like the latissimus (lat), lower trapezius, and rear deltoids. It can work equally well in strength, muscle-building, or circuit-style fat-loss workouts.","Strength","Back","Dumbbell","Intermediate",NA,"","Bent-Over Dumbbell Row - Gethin Variation","Lats","Dumbbell",FALSE,"Nie oceniono",3,270,"The dumbbell bent-over row is a popular exercise to develop and strengthen the muscles of the upper and middle back, lik..."
"Bent-over dumbbell rear delt fly","The bent-over dumbbell rear delt fly is a popular upper-body exercise that targets the muscles on the back of the shoulder joint, specifically the rear head of the deltoid. Since pressing movements build the front and (to a lesser degree) side deltoid heads, this move is often done to promote balanced shoulder development. It is usually performed for high reps, such as 10-15 reps per set or more, as part of a shoulder or upper-body workout.","Strength","Back","Dumbbell","Intermediate",NA,"","Bent-over dumbbell rear delt fly","Lats","Dumbbell",FALSE,"Nie oceniono",3,444,"The bent-over dumbbell rear delt fly is a popular upper-body exercise that targets the muscles on the back of the should..."
"Total Fitness Dumbbell Isometric Row Hold","The dumbbell bent-over row is a popular exercise to develop and strengthen the muscles of the upper and middle back, like the latissimus (lat), lower trapezius, and rear deltoids. It can work equally well in strength, muscle-building, or circuit-style fat-loss workouts.","Strength","Back","Dumbbell","Intermediate",NA,"","Total Fitness Dumbbell Isometric Row Hold","Lats","Dumbbell",FALSE,"Nie oceniono",3,270,"The dumbbell bent-over row is a popular exercise to develop and strengthen the muscles of the upper and middle back, lik..."
"Dumbbell renegade row","The dumbbell renegade row combines rowing and core training into a single difficult movement. It's popular in time-efficient strength and muscle-building workouts, as well as in circuit-style training.","Strength","Back","Dumbbell","Intermediate",NA,"","Dumbbell renegade row","Lats","Dumbbell",FALSE,"Nie oceniono",3,201,"The dumbbell renegade row combines rowing and core training into a single difficult movement. It's popular in time-effic..."
"Weighted pull-up","The weighted pull-up is a more advanced variation of the pull-up exercise in which the lifter adds extra weight to their body. Options for adding weight include a dip belt, weighted vest, chains, a dumbbell placed between the feet or legs, or looping a kettlebell over the foot. Like other pull-up variations, the weighted pull-up builds strength and muscle in the upper back, biceps, and core.","Strength","Back","Other","Intermediate",9.5,"Average","Weighted pull-up","Lats","Other",TRUE,"Doskonałe (9.0+)",3,394,"The weighted pull-up is a more advanced variation of the pull-up exercise in which the lifter adds extra weight to their..."
"Floor rope climb","The floor rope climb is an exercise that involves performing partial rope climbs in a prone position with the feet on the floor. It can help prepare someone for full rope climbs, but also trains the muscles of the back, biceps, and grip. It can be done for time or reps.","Strength","Back","Other","Beginner",7,"Average","Floor rope climb","Lats","Other",TRUE,"Dobre (7.0-7.9)",2,270,"The floor rope climb is an exercise that involves performing partial rope climbs in a prone position with the feet on th..."
"Around-the-world pull-up","The around-the-world pull-up is a more advanced version of the classic pull-up. It focuses stress more directly on the individual arms or sides of the back, while also boosting the time under tension at the top of each rep. It can be used as a progression toward a one-arm pull-up, or simply as a way to increase the challenge and variety of your pull-up training.","Strength","Back","Other","Beginner",NA,"","Around-the-world pull-up","Lats","Other",FALSE,"Nie oceniono",2,364,"The around-the-world pull-up is a more advanced version of the classic pull-up. It focuses stress more directly on the i..."
"L-sit chin-up","The L-sit chin-up is an exercise targeting the back, biceps, core, and overall upper-body strength. It is considered significantly more difficult than standard chin-ups, and as such, is often performed for relatively low reps, such as 5-8 reps per set or less, with a focus on strength and form.","Strength","Back","Other","Beginner",NA,"","L-sit chin-up","Lats","Other",FALSE,"Nie oceniono",2,295,"The L-sit chin-up is an exercise targeting the back, biceps, core, and overall upper-body strength. It is considered sig..."
"Back Flyes - Gethin Variation","The incline dumbbell reverse fly is an upper-body exercise targeting the posterior or rear deltoids, as well as the postural muscles of the upper back. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more.","Strength","Back","Other","Intermediate",NA,"","Back Flyes - Gethin Variation","Lats","Other",FALSE,"Nie oceniono",3,294,"The incline dumbbell reverse fly is an upper-body exercise targeting the posterior or rear deltoids, as well as the post..."
"Incline straight-arm pull-over","The incline straight-arm pull-over is an upper-body exercise targeting the chest and lats (latissimus dorsi). Performing it on an incline bench emphasizes the stretch on the chest in particular. If this movement causes pain in the front of the shoulders, perform it with a more limited range of motion or try pull-overs using a high cable stack instead. Pull-over variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of chest or back-focused upper-body training.","Strength","Back","Other","Intermediate",NA,"","Incline straight-arm pull-over","Lats","Other",FALSE,"Nie oceniono",3,512,"The incline straight-arm pull-over is an upper-body exercise targeting the chest and lats (latissimus dorsi). Performing..."
"high row","The machine high row is a machine-based exercise targeting the back muscles, including the lats, rhomboids, and middle and lower traps. It approximates the motion of a free-weight row, but uses a selectorized weight-stack or plate-loaded machine. Many such machines also allow you to choose between different grips and grip widths. Machine rows are often done for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or back-focused portion of a workout.","Strength","Back","Other","Intermediate",NA,"","Machine high row","Lats","Other",FALSE,"Nie oceniono",3,485,"The machine high row is a machine-based exercise targeting the back muscles, including the lats, rhomboids, and middle a..."
"Standing dumbbell knee crunch","The standing dumbbell knee crunch is a great way to train the abs while standing up. Additionally, the deltoids are worked because the lifter holds a pair of dumbbells overhead throughout.","Strength","Back","Other","Intermediate",NA,"","Standing dumbbell knee crunch","Lats","Other",FALSE,"Nie oceniono",3,188,"The standing dumbbell knee crunch is a great way to train the abs while standing up. Additionally, the deltoids are work..."
"Close-grip pull-down","The close-grip pull-down is a variation on the lat pull-down that is performed with an overhand grip and the hands slightly closer than shoulder-width apart. This increases the range of motion beyond wider grips, and may increase the time under tension in each rep. This variation is usually performed for moderate to high reps as part of a back or upper-body workout.","Strength","Back","Cable","Intermediate",8.9,"Average","Close-grip pull-down","Lats","Cable",TRUE,"Bardzo dobre (8.0-8.9)",2.5,368,"The close-grip pull-down is a variation on the lat pull-down that is performed with an overhand grip and the hands sligh..."
"Shotgun row","The shotgun row is a single-arm row variation utilizing a cable stack in a staggered stance. It targets the muscles of the middle back, like the lats (latissimus dorsi) and rhomboids, but also the core. It is usually performed for moderate to high-reps, at least 8-15 reps per set, in the later stages of a back or upper-body workout.","Strength","Back","Cable","Intermediate",8.9,"Average","Shotgun row","Lats","Cable",TRUE,"Bardzo dobre (8.0-8.9)",2.5,334,"The shotgun row is a single-arm row variation utilizing a cable stack in a staggered stance. It targets the muscles of t..."
"Close-Grip Front Lat Pulldown","The close-grip pull-down is a variation on the lat pull-down, acable-based exercise machine that’s ubiquitous in gyms around the world. This back builder is easy to learn and highly effective, allowing for variable resistance depending on where you place the pin in the stack.","Strength","Back","Cable","Intermediate",8.8,"Average","Close-Grip Front Lat Pulldown","Lats","Cable",TRUE,"Bardzo dobre (8.0-8.9)",2.5,276,"The close-grip pull-down is a variation on the lat pull-down, acable-based exercise machine that’s ubiquitous in gyms ar..."
"Straight-arm rope pull-down","The straight-arm rope pull-down is a variation of the straight-arm lat pull-down performed using a cable stack machine and a rope grip. It can either be performed in an athletic upright stance, or slightly bent over. It both stretches and contracts the muscles of the lats (latissimus dorsi) as well as providing additional activation to the other upper back muscles and the core. Because the triceps are also isometrically involved in the movement, it is usually performed for higher reps, such as 8-15 reps or more.","Strength","Back","Cable","Intermediate",8.7,"Average","Straight-arm rope pull-down","Lats","Cable",TRUE,"Bardzo dobre (8.0-8.9)",2.5,517,"The straight-arm rope pull-down is a variation of the straight-arm lat pull-down performed using a cable stack machine a..."
"Lat pull-down","The lat pull-down is a cable-based exercise that's ubiquitous in gyms around the world. This back builder is easy to learn and highly effective at building back size and strength. It's usually trained in moderate to high reps, such as 8-12 reps per set. If grip strength is a limitation, you can wear wrist straps.","Strength","Back","Cable","Intermediate",8.6,"Average","Lat pull-down","Lats","Cable",TRUE,"Bardzo dobre (8.0-8.9)",2.5,314,"The lat pull-down is a cable-based exercise that's ubiquitous in gyms around the world. This back builder is easy to lea..."
"Straight-Arm Pulldown","The straight-arm bar pull-down is a variation of the straight-arm lat pull-down performed using a cable stack machine. It can either be performed in an athletic upright stance, or slightly bent-over. It both stretches and contracts the muscles of the lats (latissimus dorsi) as well as providing additional activation to the other upper back muscles and the core. Because the triceps are also isometrically involved in the movement, it is usually performed for higher reps, like 8-15 reps or above.","Strength","Back","Cable","Intermediate",8.3,"Average","Straight-Arm Pulldown","Lats","Cable",TRUE,"Bardzo dobre (8.0-8.9)",2.5,498,"The straight-arm bar pull-down is a variation of the straight-arm lat pull-down performed using a cable stack machine. I..."
"Single-arm kneeling lat pull-down","The single-arm kneeling lat pull-down is a variation of the lat pull-down exercise performed one arm at a time, with the knees on the ground, rather than sitting on a bench or machine. It has all of the same benefits of a lat pull-down performed on a bench or machine, in addition to providing further activation to the core and lower body.","Strength","Back","Cable","Beginner",8.3,"Average","Single-arm kneeling lat pull-down","Lats","Cable",TRUE,"Bardzo dobre (8.0-8.9)",1.5,340,"The single-arm kneeling lat pull-down is a variation of the lat pull-down exercise performed one arm at a time, with the..."
